X,CH1,CH2,CH3,Start,Increment,
Sequence,Volt,Volt,Volt,-2.495000e+00,5.000000e-03
0,-1.10e+01,-1.18e+01,-1.20e-01,
1,-1.06e+01,-1.10e+01,-4.40e-01,
2,-1.10e+01,-1.10e+01,-1.20e-01,
3,-1.06e+01,-1.18e+01,-4.40e-01,
4,-1.10e+01,-1.18e+01,-1.60e-01,
5,-1.08e+01,-1.12e+01,-4.40e-01,
6,-1.10e+01,-1.18e+01,-1.60e-01,
7,-1.08e+01,-1.10e+01,-4.80e-01,
8,-1.10e+01,-1.16e+01,-4.40e-01,
9,-1.06e+01,-1.18e+01,-1.60e-01,
10,-1.10e+01,-1.10e+01,-1.60e-01,
11,-1.06e+01,-1.18e+01,-4.80e-01,
12,-1.10e+01,-1.18e+01,-4.40e-01,
13,-1.06e+01,-1.14e+01,-2.00e-01,
14,-1.10e+01,-1.18e+01,-1.60e-01,
15,-1.06e+01,-1.12e+01,-4.80e-01,
16,-1.10e+01,-1.18e+01,-1.60e-01,
17,-1.06e+01,-1.10e+01,-4.80e-01,
18,-1.10e+01,-1.18e+01,-4.80e-01,
19,-1.06e+01,-1.10e+01,-2.00e-01,
20,-1.06e+01,-1.18e+01,-5.20e-01,
21,-1.10e+01,-1.10e+01,-2.00e-01,
22,-1.10e+01,-1.16e+01,-2.40e-01,
23,-1.06e+01,-1.18e+01,-5.20e-01,
24,-1.10e+01,-1.18e+01,-5.20e-01,
25,-1.06e+01,-1.10e+01,-2.00e-01,
26,-1.08e+01,-1.10e+01,-2.40e-01,
27,-1.10e+01,-1.18e+01,-5.20e-01,
28,-1.10e+01,-1.18e+01,-5.60e-01,
29,-1.06e+01,-1.12e+01,-2.40e-01,
30,-1.06e+01,-1.18e+01,-5.60e-01,
31,-1.10e+01,-1.12e+01,-2.40e-01,
32,-1.10e+01,-1.18e+01,-2.40e-01,
33,-1.06e+01,-1.10e+01,-5.60e-01,
34,-1.10e+01,-1.18e+01,-5.60e-01,
35,-1.06e+01,-1.12e+01,-2.00e-01,
36,-1.10e+01,-1.16e+01,-5.20e-01,
37,-1.06e+01,-1.18e+01,-2.40e-01,
38,-1.10e+01,-1.18e+01,-2.80e-01,
39,-1.06e+01,-1.12e+01,-5.20e-01,
40,-1.10e+01,-1.18e+01,-2.80e-01,
41,-1.06e+01,-1.10e+01,-5.20e-01,
42,-1.10e+01,-1.10e+01,-2.40e-01,
43,-1.06e+01,-1.18e+01,-5.20e-01,
44,-1.10e+01,-1.18e+01,-2.40e-01,
45,-1.06e+01,-1.10e+01,-4.80e-01,
46,-1.10e+01,-1.18e+01,-5.20e-01,
47,-1.06e+01,-1.10e+01,-2.40e-01,
48,-1.10e+01,-1.18e+01,-5.20e-01,
49,-1.06e+01,-1.10e+01,-2.00e-01,
50,-1.10e+01,-1.10e+01,-5.20e-01,
51,-1.06e+01,-1.18e+01,-2.00e-01,
52,-1.10e+01,-1.18e+01,-4.80e-01,
53,-1.06e+01,-1.10e+01,-2.00e-01,
54,-1.10e+01,-1.12e+01,-4.80e-01,
55,-1.06e+01,-1.18e+01,-2.00e-01,
56,-1.06e+01,-1.18e+01,-2.80e-01,
57,-1.10e+01,-1.12e+01,-5.60e-01,
58,-1.10e+01,-1.18e+01,-5.60e-01,
59,-1.06e+01,-1.10e+01,-1.60e-01,
60,-1.10e+01,-1.18e+01,-4.80e-01,
61,-1.06e+01,-1.12e+01,-2.40e-01,
62,-1.10e+01,-1.12e+01,-4.80e-01,
63,-1.08e+01,-1.18e+01,-1.60e-01,
64,-1.10e+01,-1.18e+01,-2.00e-01,
65,-1.06e+01,-1.10e+01,-4.80e-01,
66,-1.10e+01,-1.10e+01,-4.40e-01,
67,-1.06e+01,-1.18e+01,-1.60e-01,
68,-1.10e+01,-1.18e+01,-1.60e-01,
69,-1.06e+01,-1.10e+01,-4.80e-01,
70,-1.08e+01,-1.18e+01,-1.60e-01,
71,-1.10e+01,-1.10e+01,-4.40e-01,
72,-1.10e+01,-1.18e+01,-1.20e-01,
73,-1.06e+01,-1.12e+01,-4.40e-01,
74,-1.10e+01,-1.18e+01,-1.60e-01,
75,-1.06e+01,-1.10e+01,-4.40e-01,
76,-1.10e+01,-1.18e+01,-1.20e-01,
77,-1.06e+01,-1.12e+01,-4.00e-01,
78,-1.10e+01,-1.18e+01,-1.20e-01,
79,-1.06e+01,-1.10e+01,-4.40e-01,
80,-1.10e+01,-1.18e+01,-8.00e-02,
81,-1.06e+01,-1.12e+01,-4.00e-01,
82,-1.06e+01,-1.18e+01,-8.00e-02,
83,-1.10e+01,-1.10e+01,-3.60e-01,
84,-1.10e+01,-1.18e+01,-4.00e-01,
85,-1.06e+01,-1.12e+01,-8.00e-02,
86,-1.06e+01,-1.18e+01,-8.00e-02,
87,-1.10e+01,-1.10e+01,-3.20e-01,
88,-1.10e+01,-1.18e+01,0.00e+00,
89,-1.06e+01,-1.10e+01,-3.20e-01,
