X,CH1,CH2,CH3,Start,Increment,
Sequence,Volt,Volt,Volt,-6.000000e-03,1.000000e-05
0,-3.20e-01,7.00e-01,-6.80e-01,
1,3.28e+00,3.00e-01,-1.20e-01,
2,3.84e+00,3.00e-01,-1.60e-01,
3,2.88e+00,-4.40e-01,4.40e-01,
4,2.96e+00,-4.20e-01,4.00e-01,
5,-1.04e+00,-7.20e-01,6.00e-01,
6,-1.12e+00,-7.00e-01,4.80e-01,
7,-4.00e+00,-1.40e-01,-8.00e-02,
8,-4.08e+00,-1.20e-01,-8.00e-02,
9,-2.16e+00,5.80e-01,-6.00e-01,
10,-2.24e+00,5.40e-01,-6.40e-01,
11,2.16e+00,7.00e-01,-4.00e-01,
12,2.24e+00,5.80e-01,-4.40e-01,
13,3.92e+00,-1.40e-01,1.60e-01,
14,3.84e+00,-1.40e-01,1.20e-01,
15,8.00e-01,-7.20e-01,5.60e-01,
16,8.00e-01,-7.60e-01,6.00e-01,
17,-3.36e+00,-4.40e-01,2.40e-01,
18,-3.36e+00,-4.40e-01,2.80e-01,
19,-4.24e+00,3.40e-01,-3.20e-01,
20,-3.68e+00,3.40e-01,-3.20e-01,
21,3.20e-01,7.40e-01,-6.00e-01,
22,4.00e-01,7.20e-01,-6.00e-01,
23,3.92e+00,1.80e-01,-2.00e-01,
24,4.16e+00,2.20e-01,-2.40e-01,
25,2.72e+00,-5.80e-01,4.00e-01,
26,2.64e+00,-5.80e-01,3.60e-01,
27,-1.92e+00,-7.80e-01,6.00e-01,
28,-1.92e+00,-7.00e-01,5.20e-01,
29,-4.40e+00,0.00e+00,0.00e+00,
30,-4.40e+00,0.00e+00,4.00e-02,
31,-1.68e+00,6.80e-01,-5.60e-01,
32,-1.60e+00,8.00e-01,-6.80e-01,
33,2.96e+00,5.20e-01,-4.40e-01,
34,2.96e+00,5.40e-01,-4.80e-01,
35,4.32e+00,-2.80e-01,8.00e-02,
36,4.00e+00,-2.80e-01,8.00e-02,
37,1.60e-01,-8.20e-01,5.60e-01,
38,1.60e-01,-8.00e-01,6.00e-01,
39,-4.08e+00,-3.80e-01,3.20e-01,
40,-4.56e+00,-3.60e-01,3.20e-01,
41,-3.52e+00,4.80e-01,-2.80e-01,
42,-3.52e+00,4.80e-01,-2.40e-01,
43,1.12e+00,7.80e-01,-6.00e-01,
44,1.12e+00,7.60e-01,-6.00e-01,
45,4.40e+00,1.00e-01,-2.40e-01,
46,4.40e+00,8.00e-02,-2.80e-01,
47,2.24e+00,-7.40e-01,4.00e-01,
48,2.24e+00,-8.20e-01,3.20e-01,
49,-2.72e+00,-6.60e-01,6.00e-01,
50,-2.64e+00,-6.80e-01,5.20e-01,
51,-4.72e+00,1.40e-01,8.00e-02,
52,-4.56e+00,1.20e-01,8.00e-02,
53,-1.12e+00,7.80e-01,-4.80e-01,
54,-1.12e+00,8.00e-01,-4.40e-01,
55,3.60e+00,4.80e-01,-6.40e-01,
56,3.60e+00,4.80e-01,-5.60e-01,
57,4.64e+00,-4.00e-01,4.00e-02,
58,4.00e+00,-4.00e-01,-4.00e-02,
59,-4.80e-01,-8.80e-01,5.20e-01,
60,-4.80e-01,-8.40e-01,6.00e-01,
61,-4.56e+00,-2.80e-01,3.60e-01,
62,-4.88e+00,-3.00e-01,4.00e-01,
63,-3.28e+00,6.00e-01,-2.40e-01,
64,-3.28e+00,5.80e-01,-2.00e-01,
65,1.84e+00,8.40e-01,-6.40e-01,
66,1.92e+00,7.60e-01,-6.00e-01,
67,4.72e+00,-2.00e-02,-3.20e-01,
68,4.72e+00,0.00e+00,-4.00e-01,
69,1.92e+00,-8.00e-01,2.80e-01,
70,1.84e+00,-9.00e-01,2.40e-01,
71,-3.36e+00,-6.40e-01,5.60e-01,
72,-3.28e+00,-6.60e-01,6.00e-01,
